Brand,Model,Fuel_Type,Transmission,Body_Type,Color,Price_INR,Engine_Size,Horsepower,Top_Speed,Customisable_Interiors,Mileage_kmpl,Units_Sold,Profitability
BMW,BMW680,Diesel,Manual,SUV,Silver,6211000.0,4.2,210,222,Yes,14.2,204,1
Ford,FOR697,Petrol,Automatic,Coupe,Grey,2032000.0,2.1,218,207,Yes,18.0,398,1
Tata,TAT611,Petrol,Automatic,Coupe,Black,1008000.0,1.7,93,175,Yes,15.1,433,1
Maruti Suzuki,MAR322,Hybrid,Automatic,Hatchback,Blue,670000.0,1.0,109,151,Yes,27.8,494,1
Maruti Suzuki,MAR289,Electric,Automatic,SUV,Blue,693000.0,2.0,100,175,No,29.0,419,1
Audi,AUD776,Diesel,Manual,Sedan,Red,12949000.0,4.0,265,239,Yes,19.6,299,1
Tata,TAT718,Hybrid,Automatic,SUV,Blue,1054000.0,1.3,117,120,Yes,27.2,580,1
Hyundai,HYU556,Petrol,Manual,Sedan,Black,4033000.0,2.6,248,164,No,14.7,533,1
Maruti Suzuki,MAR548,Petrol,Manual,SUV,White,1017000.0,1.3,110,176,Yes,13.5,480,1
BMW,BMW527,Electric,Automatic,Sedan,Red,10261000.0,4.8,196,186,No,27.4,85,0
Maruti Suzuki,MAR648,Diesel,Automatic,SUV,Black,2139000.0,1.4,90,134,No,15.8,644,1
Kia,KIA572,Hybrid,Manual,Coupe,White,3851000.0,2.9,210,220,No,29.0,434,1
Mercedes,MER740,Petrol,Manual,Sedan,Green,5206000.0,2.0,237,226,No,15.3,304,1
Audi,AUD900,Electric,Manual,Coupe,Grey,12552000.0,4.7,421,309,Yes,29.7,84,0
Kia,KIA392,Hybrid,Manual,Hatchback,Silver,1807000.0,1.6,144,174,No,28.3,488,1
Kia,KIA129,Diesel,Manual,Hatchback,Grey,1937000.0,2.9,175,163,Yes,15.9,467,1
Hyundai,HYU461,Diesel,Manual,Sedan,Silver,2362000.0,1.6,108,183,No,19.2,306,1
Maruti Suzuki,MAR469,Petrol,Manual,Coupe,Blue,1197000.0,1.7,99,175,Yes,18.6,886,1
Kia,KIA845,Diesel,Manual,SUV,Grey,3966000.0,2.1,142,140,No,18.6,471,1
Tata,TAT309,Diesel,Manual,Sedan,Silver,1804000.0,1.1,94,147,No,12.9,522,1
Mahindra,MAH849,Diesel,Automatic,SUV,Blue,3393000.0,1.3,195,182,No,12.8,198,1
Mercedes,MER598,Petrol,Manual,Hatchback,Grey,7600000.0,3.7,260,245,No,18.5,190,1
Mercedes,MER600,Petrol,Automatic,Hatchback,Red,7746000.0,2.2,194,228,Yes,15.7,267,1
Tata,TAT433,Petrol,Automatic,Coupe,Red,954000.0,1.6,75,154,No,14.9,564,1
Tata,TAT893,Electric,Manual,Hatchback,White,1334000.0,1.4,81,168,Yes,29.9,565,1
Kia,KIA397,Petrol,Manual,SUV,White,1858000.0,1.4,164,178,Yes,18.7,266,1
Mahindra,MAH671,Petrol,Manual,Hatchback,Grey,4179000.0,3.1,151,176,Yes,14.4,104,1
Honda,HON335,Petrol,Manual,Pickup,Silver,4241000.0,1.5,239,194,No,16.3,445,1
Honda,HON287,Petrol,Manual,Sedan,Silver,2553000.0,1.6,195,217,No,16.5,372,1
Hyundai,HYU470,Hybrid,Automatic,Pickup,Black,3208000.0,1.4,156,149,No,26.1,576,1
Mahindra,MAH638,Petrol,Manual,Coupe,Silver,1634000.0,2.0,178,208,Yes,18.7,373,1
Mahindra,MAH842,Petrol,Manual,Coupe,Green,3972000.0,2.6,149,197,Yes,12.8,139,1
Mahindra,MAH553,Hybrid,Automatic,Coupe,Green,3395000.0,2.7,101,207,No,21.8,31,0
Audi,AUD893,Hybrid,Manual,Pickup,Red,7494000.0,4.5,191,209,No,21.7,272,1
Toyota,TOY435,Petrol,Automatic,Hatchback,Grey,2260000.0,2.4,207,216,No,13.8,552,1
Mercedes,MER395,Diesel,Manual,Sedan,Black,19504000.0,4.8,427,224,No,17.0,419,1
Mercedes,MER698,Hybrid,Automatic,Coupe,Silver,12324000.0,4.0,295,287,Yes,28.2,115,0
Audi,AUD561,Diesel,Manual,Hatchback,Blue,8242000.0,4.5,325,239,Yes,15.5,359,1
Mercedes,MER283,Hybrid,Automatic,Coupe,Red,9465000.0,4.5,310,261,No,23.1,167,1
Kia,KIA458,Diesel,Manual,Pickup,Grey,2789000.0,1.9,96,161,Yes,12.1,576,1
BMW,BMW824,Petrol,Manual,Coupe,Silver,10970000.0,4.0,397,313,Yes,15.2,146,0
Audi,AUD737,Diesel,Manual,Pickup,Silver,15746000.0,2.8,447,181,Yes,16.8,442,1
Hyundai,HYU590,Petrol,Manual,Coupe,Silver,1925000.0,3.4,118,223,Yes,13.8,713,1
Honda,HON537,Petrol,Manual,Sedan,Green,2396000.0,2.5,156,152,Yes,13.4,674,1
Ford,FOR569,Petrol,Manual,Pickup,White,3685000.0,1.4,152,148,No,12.1,278,1
Hyundai,HYU443,Petrol,Automatic,Coupe,Silver,3372000.0,2.6,116,196,Yes,12.2,493,1
Ford,FOR471,Diesel,Manual,Sedan,Grey,4493000.0,3.3,157,144,No,12.3,273,1
Ford,FOR947,Hybrid,Automatic,Sedan,Blue,2855000.0,2.1,94,186,No,20.1,248,1
BMW,BMW294,Petrol,Automatic,Sedan,Blue,6305000.0,3.8,287,248,No,16.4,400,1
Kia,KIA914,Petrol,Manual,Hatchback,Red,2315000.0,2.8,133,212,Yes,15.0,255,1
BMW,BMW775,Diesel,Automatic,Sedan,Silver,12475000.0,4.5,397,195,Yes,13.8,260,1
Ford,FOR773,Electric,Manual,Sedan,White,4094000.0,3.3,105,176,Yes,30.1,451,1
Audi,AUD852,Petrol,Automatic,Hatchback,White,6334000.0,3.5,299,203,Yes,15.2,133,1
Honda,HON300,Diesel,Manual,Hatchback,Silver,2861000.0,1.6,181,204,No,18.1,424,1
Honda,HON987,Petrol,Automatic,Hatchback,Silver,2148000.0,2.0,155,194,Yes,12.5,424,1
Hyundai,HYU390,Hybrid,Automatic,Hatchback,Blue,1565000.0,2.1,201,155,No,26.4,628,1
Toyota,TOY551,Diesel,Automatic,SUV,White,3791000.0,1.9,126,172,Yes,13.9,351,1
Hyundai,HYU658,Diesel,Automatic,Pickup,Green,3913000.0,3.1,197,205,Yes,15.2,622,1
Honda,HON637,Hybrid,Manual,SUV,Red,2552000.0,2.7,133,146,Yes,29.9,345,1
Honda,HON650,Petrol,Automatic,SUV,Red,2336000.0,3.5,246,203,No,17.3,607,1
Toyota,TOY339,Diesel,Automatic,SUV,Red,2375000.0,2.3,189,172,Yes,15.4,433,1
Kia,KIA565,Diesel,Manual,Coupe,Black,2658000.0,2.5,226,194,Yes,19.5,489,1
Audi,AUD383,Diesel,Automatic,Pickup,Black,11766000.0,4.3,184,237,Yes,12.3,331,1
Mercedes,MER945,Petrol,Manual,Hatchback,Red,17499000.0,5.0,259,194,No,18.1,287,1
BMW,BMW658,Diesel,Manual,Sedan,Black,7138000.0,2.4,444,227,No,18.8,190,1
Mahindra,MAH901,Diesel,Automatic,Coupe,Silver,2608000.0,2.8,185,222,Yes,17.5,41,1
Mercedes,MER831,Petrol,Automatic,Hatchback,Red,9086000.0,4.3,241,228,Yes,13.9,474,1
Hyundai,HYU922,Petrol,Automatic,Coupe,Grey,3406000.0,2.9,124,184,No,13.0,710,1
Maruti Suzuki,MAR385,Petrol,Automatic,Coupe,Silver,674000.0,1.7,80,148,No,19.4,648,1
Tata,TAT732,Diesel,Manual,SUV,Green,1087000.0,1.5,60,124,Yes,14.1,511,1
Audi,AUD427,Electric,Automatic,Sedan,Green,10070000.0,3.6,227,200,No,35.0,209,1
Toyota,TOY865,Petrol,Automatic,Pickup,Green,4208000.0,1.3,232,186,Yes,16.5,284,1
Ford,FOR429,Hybrid,Manual,Sedan,Red,1723000.0,2.6,144,213,No,24.1,350,1
Ford,FOR473,Diesel,Automatic,Hatchback,Green,1912000.0,2.8,136,182,No,17.6,366,1
Tata,TAT646,Diesel,Automatic,Sedan,White,1798000.0,1.7,116,137,Yes,12.0,522,1
Mahindra,MAH298,Petrol,Automatic,Hatchback,White,2184000.0,1.7,195,190,No,16.7,474,1
Toyota,TOY711,Diesel,Manual,Hatchback,Silver,2832000.0,2.0,111,147,Yes,18.7,213,1
Tata,TAT339,Diesel,Manual,Coupe,Black,2048000.0,1.6,66,144,Yes,17.8,443,1
Maruti Suzuki,MAR563,Electric,Manual,Pickup,Green,601000.0,1.7,81,135,Yes,25.2,641,1
Maruti Suzuki,MAR603,Hybrid,Manual,Hatchback,Green,1605000.0,1.9,117,153,No,25.1,614,1
Toyota,TOY878,Petrol,Manual,Pickup,Red,2637000.0,2.6,152,159,Yes,12.8,273,1
Mahindra,MAH331,Hybrid,Manual,Sedan,Blue,2024000.0,1.4,118,218,No,24.4,460,1
Audi,AUD265,Diesel,Manual,Sedan,Blue,18979000.0,3.7,399,202,No,14.4,263,0
Mahindra,MAH386,Petrol,Manual,Coupe,Grey,2877000.0,2.7,199,202,No,13.1,162,1
Mahindra,MAH422,Hybrid,Manual,SUV,White,3503000.0,2.8,202,200,No,28.7,348,1
BMW,BMW580,Diesel,Automatic,Pickup,Grey,12669000.0,4.2,347,193,No,12.2,181,1
BMW,BMW353,Petrol,Manual,Hatchback,Silver,13204000.0,4.5,232,188,Yes,19.7,30,0
Kia,KIA875,Diesel,Automatic,Sedan,Blue,1796000.0,2.3,183,183,Yes,12.7,527,1
Toyota,TOY927,Hybrid,Manual,Pickup,Red,2373000.0,2.7,221,143,No,25.0,741,1
BMW,BMW816,Diesel,Automatic,Pickup,Grey,12405000.0,2.8,263,222,No,19.2,301,1
Mercedes,MER121,Diesel,Manual,Hatchback,White,14307000.0,3.1,353,212,No,13.5,392,1
Maruti Suzuki,MAR324,Petrol,Automatic,Hatchback,Silver,1737000.0,1.6,81,174,Yes,12.2,543,1
Toyota,TOY246,Petrol,Manual,SUV,Green,3882000.0,2.8,143,194,No,15.2,376,1
Mercedes,MER932,Petrol,Manual,Sedan,White,14208000.0,3.4,291,245,Yes,14.0,232,1
Maruti Suzuki,MAR822,Diesel,Manual,Sedan,Red,2062000.0,1.4,63,140,No,16.0,453,1
Ford,FOR101,Petrol,Manual,Pickup,Silver,2191000.0,2.7,249,176,Yes,14.8,210,1
Mercedes,MER874,Diesel,Manual,Coupe,White,15271000.0,3.2,284,279,No,15.5,164,0
Ford,FOR785,Electric,Manual,SUV,Grey,3233000.0,1.3,220,215,No,34.7,716,1
BMW,BMW333,Petrol,Manual,SUV,Blue,11802000.0,3.2,271,188,No,15.1,168,0
Maruti Suzuki,MAR137,Diesel,Automatic,SUV,Black,859000.0,1.7,72,123,No,16.4,749,1
Audi,AUD288,Petrol,Automatic,Pickup,Red,12881000.0,3.0,396,217,No,12.6,288,1
Kia,KIA991,Hybrid,Manual,SUV,Black,3464000.0,3.3,153,163,Yes,21.4,316,1
Mahindra,MAH800,Petrol,Automatic,Pickup,Red,3190000.0,1.4,240,200,No,16.7,127,1
Ford,FOR955,Diesel,Manual,Hatchback,Red,3560000.0,1.4,166,190,Yes,18.6,243,1
Tata,TAT191,Petrol,Manual,Coupe,Grey,2072000.0,1.1,112,178,No,13.4,634,1
Kia,KIA159,Diesel,Manual,Sedan,Grey,3179000.0,1.3,154,181,No,16.6,378,1
Honda,HON653,Petrol,Manual,Sedan,Blue,3405000.0,3.1,242,141,No,19.9,520,1
Maruti Suzuki,MAR806,Diesel,Automatic,SUV,White,748000.0,1.8,76,127,Yes,15.5,410,1
Mercedes,MER352,Petrol,Automatic,SUV,Grey,7226000.0,3.8,423,206,Yes,13.7,429,1
Tata,TAT855,Petrol,Automatic,SUV,Black,1258000.0,1.0,109,169,No,16.7,671,1
Toyota,TOY766,Petrol,Manual,SUV,Black,3489000.0,3.1,191,202,Yes,16.8,316,1
BMW,BMW373,Hybrid,Automatic,Sedan,Black,12030000.0,4.9,326,222,Yes,22.2,415,1
BMW,BMW778,Petrol,Manual,Pickup,Red,7280000.0,2.2,343,233,No,16.2,540,1
Ford,FOR791,Diesel,Automatic,SUV,Black,2068000.0,2.7,102,175,No,13.3,272,1
Audi,AUD111,Petrol,Automatic,Coupe,Black,8929000.0,2.2,287,261,Yes,15.9,167,1
Maruti Suzuki,MAR866,Petrol,Manual,Sedan,White,1228000.0,1.8,68,150,Yes,12.5,618,1
Mercedes,MER822,Petrol,Manual,Hatchback,White,13752000.0,4.6,330,247,No,12.4,89,0
Mahindra,MAH100,Diesel,Automatic,Hatchback,Green,1448000.0,1.3,119,183,No,17.2,226,1
Mahindra,MAH498,Diesel,Automatic,Sedan,Black,1434000.0,1.6,110,149,No,16.1,423,1
Honda,HON653,Hybrid,Manual,Sedan,Blue,2309000.0,2.0,248,194,Yes,29.5,399,1
Mahindra,MAH334,Petrol,Manual,Pickup,Black,2545000.0,1.4,90,193,Yes,17.1,148,1
Mercedes,MER608,Petrol,Manual,Coupe,Red,10401000.0,3.5,292,202,Yes,14.7,216,1
Hyundai,HYU259,Electric,Manual,Coupe,Green,3433000.0,1.9,152,196,No,26.5,626,1
Audi,AUD160,Petrol,Manual,SUV,Black,8841000.0,4.4,362,218,No,15.8,115,0
Ford,FOR604,Hybrid,Manual,SUV,White,4167000.0,3.5,128,209,Yes,28.3,153,1
Audi,AUD220,Petrol,Automatic,Hatchback,Black,8044000.0,3.2,290,248,No,13.4,160,1
Hyundai,HYU868,Petrol,Manual,Coupe,Black,3685000.0,2.2,182,238,No,18.4,711,1
Tata,TAT842,Petrol,Manual,Hatchback,Grey,1924000.0,1.1,101,128,No,15.3,168,1
Ford,FOR214,Petrol,Manual,Sedan,Grey,3235000.0,3.5,111,194,Yes,15.2,515,1
Mahindra,MAH815,Diesel,Manual,Hatchback,Red,1849000.0,1.6,241,210,Yes,19.3,505,1
Hyundai,HYU694,Diesel,Automatic,Hatchback,White,2813000.0,2.2,147,187,No,16.6,374,1
Kia,KIA827,Hybrid,Manual,Coupe,Black,1951000.0,2.3,178,219,No,22.1,530,1
Mercedes,MER447,Petrol,Manual,Hatchback,Blue,12203000.0,2.8,367,219,No,18.4,106,0
Ford,FOR921,Petrol,Automatic,Sedan,Black,3804000.0,2.6,168,150,No,14.1,621,1
Ford,FOR560,Petrol,Automatic,SUV,Grey,2614000.0,1.9,91,179,Yes,14.3,128,1
Maruti Suzuki,MAR897,Petrol,Automatic,SUV,Red,1679000.0,1.0,95,176,Yes,13.4,466,1
Kia,KIA863,Petrol,Manual,Hatchback,Grey,3373000.0,2.5,155,181,Yes,19.2,340,1
Audi,AUD733,Petrol,Manual,Coupe,Red,7812000.0,2.1,412,269,Yes,19.1,437,1
Mahindra,MAH542,Diesel,Manual,SUV,Blue,3140000.0,2.9,236,185,Yes,13.4,358,1
Ford,FOR899,Petrol,Manual,Pickup,Grey,2009000.0,1.7,129,164,No,16.4,116,1
Tata,TAT507,Petrol,Manual,Hatchback,Grey,1454000.0,1.1,65,130,No,16.1,779,1
Mahindra,MAH501,Diesel,Automatic,Sedan,White,1964000.0,1.9,154,204,Yes,12.1,500,1
Honda,HON533,Diesel,Automatic,Coupe,Grey,3983000.0,3.3,93,190,Yes,19.1,627,1
Tata,TAT722,Petrol,Manual,SUV,Black,1373000.0,1.6,99,160,Yes,19.5,597,1
Kia,KIA839,Electric,Automatic,Sedan,Green,1596000.0,1.7,233,160,No,28.3,295,1
Honda,HON725,Petrol,Manual,Sedan,Silver,2049000.0,3.2,170,193,No,13.9,568,1
Kia,KIA644,Electric,Manual,Coupe,Silver,2218000.0,2.1,123,248,No,34.7,467,1
Kia,KIA396,Petrol,Automatic,SUV,Grey,4324000.0,1.9,215,201,No,17.5,335,1
Ford,FOR433,Petrol,Manual,Sedan,Blue,1995000.0,2.7,206,186,No,13.7,412,1
Ford,FOR890,Petrol,Automatic,Coupe,Red,2811000.0,1.9,158,225,Yes,18.0,274,1
Tata,TAT899,Diesel,Automatic,Hatchback,Black,1012000.0,1.2,107,174,No,15.0,287,1
Tata,TAT224,Diesel,Manual,Pickup,Silver,1962000.0,1.9,110,130,No,19.7,273,1
Honda,HON830,Diesel,Manual,Coupe,White,1517000.0,2.3,107,197,Yes,14.5,276,1
Toyota,TOY373,Hybrid,Manual,Hatchback,Blue,4167000.0,3.2,138,208,Yes,28.6,315,1
Ford,FOR672,Diesel,Manual,Coupe,Black,4101000.0,3.4,199,203,No,16.0,413,1
Hyundai,HYU838,Petrol,Manual,Coupe,Grey,3222000.0,2.4,109,201,No,18.4,530,1
Kia,KIA304,Diesel,Manual,Hatchback,Green,3887000.0,2.9,219,215,Yes,14.5,401,1
Hyundai,HYU860,Petrol,Automatic,SUV,Silver,3850000.0,1.5,202,199,Yes,17.4,633,1
BMW,BMW501,Hybrid,Manual,Sedan,Blue,7311000.0,2.2,373,213,No,28.5,194,1
Honda,HON743,Petrol,Automatic,Sedan,Black,2564000.0,1.6,223,183,Yes,13.5,463,1
Toyota,TOY213,Diesel,Manual,Coupe,Silver,3479000.0,2.3,222,238,No,17.7,670,1
Hyundai,HYU408,Diesel,Automatic,Pickup,Grey,1972000.0,3.1,197,195,Yes,14.9,604,1
Tata,TAT669,Petrol,Automatic,Pickup,Blue,789000.0,1.4,113,122,No,19.7,591,1
Toyota,TOY584,Diesel,Manual,Sedan,Silver,3530000.0,2.7,133,159,No,19.5,549,1
BMW,BMW245,Petrol,Automatic,Pickup,White,8235000.0,2.4,182,218,No,19.8,140,1
Hyundai,HYU398,Electric,Manual,SUV,Silver,2413000.0,2.0,145,181,No,31.6,552,1
Mahindra,MAH113,Petrol,Manual,SUV,Grey,2984000.0,1.5,247,159,Yes,12.6,457,1
Maruti Suzuki,MAR975,Diesel,Automatic,Sedan,Green,1681000.0,1.6,84,145,Yes,18.3,676,1
Hyundai,HYU684,Petrol,Automatic,Hatchback,Black,3360000.0,2.2,163,160,Yes,18.0,477,1
Honda,HON783,Petrol,Automatic,Pickup,Silver,2926000.0,1.9,185,219,No,15.5,415,1
Hyundai,HYU633,Petrol,Manual,Hatchback,White,1475000.0,1.7,156,157,No,12.0,642,1
Kia,KIA445,Electric,Automatic,Coupe,Green,4796000.0,3.1,208,191,Yes,26.8,372,1
Mahindra,MAH484,Petrol,Automatic,SUV,Green,3944000.0,2.2,109,180,No,14.8,256,1
Mercedes,MER887,Petrol,Manual,Coupe,Silver,11058000.0,3.9,374,213,Yes,12.3,184,1
Kia,KIA808,Petrol,Manual,Pickup,Black,3727000.0,2.0,161,194,Yes,16.1,281,1
Mahindra,MAH126,Hybrid,Automatic,Hatchback,Red,4126000.0,3.2,91,202,No,24.6,298,1
Kia,KIA683,Diesel,Manual,Pickup,Silver,4554000.0,2.9,129,183,No,19.9,394,1
Maruti Suzuki,MAR832,Petrol,Manual,Pickup,Green,1913000.0,1.1,102,140,Yes,12.1,386,1
Kia,KIA849,Petrol,Automatic,SUV,White,4042000.0,2.0,222,140,Yes,14.5,272,1
Ford,FOR553,Diesel,Manual,SUV,Grey,1863000.0,1.7,100,154,No,16.4,251,1
Toyota,TOY396,Petrol,Manual,Sedan,Green,3037000.0,3.2,234,179,Yes,14.6,150,1
Kia,KIA695,Petrol,Manual,Pickup,Silver,1843000.0,3.4,99,163,No,14.4,211,1
Audi,AUD581,Electric,Manual,Sedan,Grey,13999000.0,2.4,351,188,No,26.1,176,0
Honda,HON207,Diesel,Automatic,SUV,Green,4134000.0,1.6,221,183,Yes,12.6,419,1
Audi,AUD507,Petrol,Manual,Sedan,Green,13783000.0,2.0,318,233,No,19.5,283,1
Tata,TAT656,Petrol,Manual,Hatchback,Black,2221000.0,1.8,113,131,Yes,14.3,372,1
Honda,HON373,Petrol,Automatic,SUV,Green,2541000.0,2.5,115,195,Yes,13.3,230,1
Tata,TAT964,Petrol,Manual,Hatchback,Silver,1122000.0,1.5,107,164,Yes,17.2,524,1
Mahindra,MAH399,Petrol,Automatic,Pickup,Grey,1643000.0,2.1,156,143,Yes,14.2,120,1
Mercedes,MER752,Electric,Manual,SUV,Grey,18414000.0,4.9,275,183,Yes,27.7,283,1
Tata,TAT451,Diesel,Automatic,Pickup,Green,829000.0,1.8,66,178,Yes,15.1,479,1
Tata,TAT454,Diesel,Manual,Hatchback,Silver,1822000.0,1.3,97,131,Yes,13.2,541,1
BMW,BMW324,Hybrid,Automatic,Hatchback,White,12952000.0,2.2,270,201,No,26.4,379,1
BMW,BMW254,Petrol,Manual,Hatchback,Black,9253000.0,2.4,341,237,Yes,15.1,208,1
Tata,TAT838,Diesel,Automatic,Sedan,Blue,963000.0,1.3,98,156,No,17.6,449,1
Mahindra,MAH388,Petrol,Manual,SUV,Green,2640000.0,3.1,122,177,Yes,18.4,250,1
Ford,FOR426,Diesel,Manual,Coupe,Green,3258000.0,1.3,200,202,Yes,12.4,470,1
Mercedes,MER509,Petrol,Manual,Sedan,White,11697000.0,2.7,284,185,Yes,13.2,119,0
Hyundai,HYU872,Petrol,Manual,Pickup,White,3696000.0,1.2,167,149,Yes,14.5,510,1
Toyota,TOY523,Diesel,Automatic,Hatchback,Green,4293000.0,1.6,244,156,Yes,17.9,550,1
Toyota,TOY787,Petrol,Automatic,SUV,White,2999000.0,2.4,121,153,Yes,19.3,418,1
Honda,HON843,Hybrid,Manual,Coupe,Blue,2500000.0,2.1,211,203,No,29.5,542,1
Ford,FOR334,Electric,Manual,Sedan,Red,3497000.0,1.3,131,177,Yes,28.4,576,1
Kia,KIA723,Petrol,Manual,Coupe,Blue,4076000.0,3.3,157,203,Yes,19.7,263,1
Audi,AUD818,Electric,Manual,Hatchback,White,11097000.0,4.7,333,233,Yes,37.2,30,0
Kia,KIA817,Petrol,Manual,SUV,White,2610000.0,2.2,225,169,No,18.4,373,1
Kia,KIA748,Petrol,Automatic,Pickup,Grey,4266000.0,3.1,225,171,Yes,12.4,435,1
Honda,HON187,Petrol,Automatic,Coupe,Red,2765000.0,2.7,162,232,No,14.9,279,1
Mahindra,MAH727,Diesel,Automatic,SUV,Grey,3617000.0,2.5,122,163,No,18.0,373,1
Toyota,TOY380,Petrol,Manual,Coupe,Red,2962000.0,1.7,244,230,No,19.7,267,1
Audi,AUD791,Hybrid,Automatic,Sedan,Silver,17195000.0,3.6,370,197,Yes,24.5,30,0
Toyota,TOY316,Petrol,Manual,SUV,Red,1535000.0,1.7,90,143,No,19.8,512,1
Tata,TAT114,Petrol,Manual,Pickup,White,1929000.0,1.6,69,163,Yes,16.8,321,1
Honda,HON240,Petrol,Manual,Coupe,Black,4274000.0,3.0,246,220,Yes,14.7,364,1
Hyundai,HYU645,Electric,Manual,Pickup,Grey,3684000.0,1.5,142,205,Yes,34.0,579,1
Toyota,TOY559,Hybrid,Automatic,Pickup,Silver,2809000.0,2.3,226,167,No,28.7,414,1
BMW,BMW767,Petrol,Manual,Hatchback,Green,14095000.0,2.5,296,191,Yes,17.7,228,1
Kia,KIA907,Hybrid,Automatic,Sedan,Green,3047000.0,2.7,121,156,No,20.4,444,1
Honda,HON849,Hybrid,Automatic,SUV,White,4196000.0,2.7,159,216,No,27.2,168,1
Maruti Suzuki,MAR291,Petrol,Manual,Pickup,White,2064000.0,1.5,75,123,No,17.8,544,1
Tata,TAT157,Diesel,Automatic,SUV,Green,1490000.0,1.6,96,129,Yes,15.0,394,1
Kia,KIA806,Diesel,Automatic,Coupe,Grey,3869000.0,3.4,206,244,No,18.1,158,1
Audi,AUD563,Petrol,Automatic,Hatchback,Grey,14374000.0,3.9,342,214,No,16.2,306,1
Ford,FOR199,Petrol,Manual,Coupe,Blue,2357000.0,2.4,121,236,No,13.5,330,1
Tata,TAT380,Hybrid,Automatic,Pickup,Black,1610000.0,1.4,76,153,No,23.5,376,1
Ford,FOR833,Petrol,Manual,Coupe,White,4772000.0,3.3,170,202,No,17.9,345,1
Mercedes,MER409,Diesel,Automatic,SUV,Green,9726000.0,4.8,183,218,No,17.9,118,0
Hyundai,HYU604,Petrol,Manual,Pickup,Silver,2875000.0,1.4,245,181,No,16.9,535,1
Maruti Suzuki,MAR458,Hybrid,Manual,Sedan,Red,1179000.0,1.1,66,170,No,22.4,360,1
Maruti Suzuki,MAR587,Diesel,Manual,Sedan,White,929000.0,1.5,106,123,No,16.6,776,1
BMW,BMW863,Diesel,Manual,SUV,Green,7777000.0,3.3,190,211,No,16.6,218,1
Toyota,TOY952,Petrol,Automatic,Hatchback,Black,2975000.0,2.0,140,148,No,14.9,432,1
Audi,AUD400,Petrol,Automatic,Coupe,Black,20572000.0,4.9,413,272,Yes,17.6,201,0
Toyota,TOY208,Petrol,Manual,Coupe,Black,2395000.0,2.7,162,213,No,18.1,255,1
Audi,AUD287,Diesel,Manual,Hatchback,Red,14688000.0,2.2,311,243,Yes,16.9,76,0
Mahindra,MAH544,Petrol,Manual,Hatchback,Green,2849000.0,1.8,144,208,No,16.5,158,1
Toyota,TOY284,Diesel,Manual,Sedan,Blue,1638000.0,3.4,150,188,No,12.6,405,1
Toyota,TOY168,Hybrid,Manual,Pickup,White,3970000.0,3.3,182,150,Yes,25.8,324,1
Tata,TAT457,Petrol,Automatic,Pickup,Blue,2115000.0,1.6,113,157,No,13.1,713,1
Toyota,TOY667,Diesel,Automatic,Sedan,Grey,2401000.0,1.7,235,200,No,17.4,262,1
Ford,FOR107,Hybrid,Automatic,Sedan,Grey,3571000.0,2.3,126,189,No,20.4,263,1
Hyundai,HYU220,Diesel,Manual,Coupe,Silver,2284000.0,2.3,113,248,No,13.7,506,1
Ford,FOR801,Diesel,Manual,Coupe,Silver,3793000.0,2.2,180,181,Yes,12.3,295,1
Mahindra,MAH932,Hybrid,Automatic,Pickup,Blue,3244000.0,3.1,231,146,No,25.4,269,1
Audi,AUD453,Petrol,Manual,SUV,Black,15583000.0,2.4,432,232,Yes,19.5,364,1
Tata,TAT688,Petrol,Automatic,Pickup,Red,1730000.0,1.4,116,136,Yes,14.7,652,1
Audi,AUD171,Diesel,Automatic,Sedan,White,16510000.0,2.6,395,231,No,12.5,365,1
Tata,TAT610,Diesel,Automatic,Pickup,Silver,1170000.0,1.3,78,178,No,17.1,681,1
BMW,BMW906,Petrol,Automatic,Pickup,Grey,11102000.0,4.6,228,246,Yes,13.8,176,1
Ford,FOR759,Petrol,Automatic,Coupe,Red,2555000.0,2.9,153,222,Yes,15.6,223,1
Ford,FOR913,Petrol,Manual,Coupe,Silver,1538000.0,1.9,165,191,No,14.8,462,1
Mercedes,MER572,Diesel,Automatic,Sedan,Silver,9513000.0,2.2,337,241,No,13.2,452,1
Ford,FOR277,Petrol,Manual,SUV,Green,2829000.0,2.8,155,180,Yes,12.1,500,1
BMW,BMW986,Petrol,Manual,SUV,Red,12990000.0,4.0,190,205,Yes,19.8,259,1
Toyota,TOY623,Electric,Manual,Coupe,Blue,4520000.0,2.8,183,235,No,38.0,30,0
Kia,KIA278,Hybrid,Automatic,Sedan,Green,2778000.0,2.3,151,217,No,27.0,235,1
Honda,HON267,Petrol,Automatic,Sedan,White,3296000.0,2.2,230,156,Yes,18.6,444,1
Honda,HON790,Hybrid,Manual,Coupe,White,3059000.0,1.3,245,215,Yes,22.9,621,1
Maruti Suzuki,MAR565,Hybrid,Manual,SUV,Grey,1010000.0,1.2,67,137,No,27.8,585,1
Toyota,TOY198,Petrol,Manual,Coupe,Red,2518000.0,1.7,116,203,Yes,19.5,200,1
Honda,HON772,Petrol,Automatic,Coupe,Silver,4320000.0,2.3,203,248,Yes,12.4,440,1
BMW,BMW569,Hybrid,Automatic,SUV,White,7017000.0,4.2,256,192,Yes,20.4,235,1
Honda,HON280,Diesel,Automatic,Pickup,Silver,2979000.0,2.2,94,202,No,12.1,283,1
Mahindra,MAH862,Petrol,Manual,Coupe,Black,4144000.0,3.3,159,217,No,15.8,433,1
